S_X,S_Y,S_Z,NO_X,NO_Y,NO_Z,B_X,B_Y,B_Z,E_X,E_Y,E_Z
-0.0012,-0.0099,-0.0041,0.0142,0.002,-0.047,-0.0187,-0.0017,-0.0301,0.0009,0.0175,0.0018
