ax,ay,az,gx,gy,gz
-3.20693,7.11441,-5.01278,-0.02425,0.00133,-0.02825
-3.20454,7.11441,-4.99601,-0.02438,0.0008,-0.02838
-3.20334,7.10722,-4.98523,-0.02345,0.00213,-0.02811
-3.20813,7.10602,-5.00679,-0.02358,0.00253,-0.02838
-3.17939,7.09525,-5.04271,-0.02411,0.00293,-0.02705
-3.20214,7.09405,-5.02475,-0.02425,0.00213,-0.02745
-3.19376,7.11321,-5.00439,-0.02398,0.00147,-0.02718
-3.19855,7.1156,-5.00439,-0.02332,0.002,-0.02811
-3.19136,7.11441,-5.03313,-0.02358,0.00147,-0.02825
-3.18298,7.1156,-5.0475,-0.02332,0.00226,-0.02771
-3.19376,7.1156,-5.02954,-0.02425,0.00173,-0.02771
-3.19615,7.1168,-5.00799,-0.02438,0.00027,-0.02758
-3.18777,7.10243,-5.0032,-0.02385,0.00133,-0.02785
-3.19136,7.11201,-5.01397,-0.02398,0.00226,-0.02798
-3.18897,7.09046,-5.01038,-0.02385,0.00253,-0.02731
-3.18059,7.10243,-5.01038,-0.02398,0.00173,-0.02731
-3.19256,7.10602,-5.03553,-0.02411,0.00013,-0.02851
-3.19735,7.09285,-5.03553,-0.02411,0.00067,-0.02864
-3.17101,7.10483,-5.02954,-0.02411,0.0016,-0.02891
-3.16143,7.09644,-5.01517,-0.02385,0.00173,-0.02785
-3.15783,7.1192,-5.01996,-0.02398,0.00187,-0.02838
-3.18418,7.10243,-4.99242,-0.02425,0.0016,-0.02825
-3.17939,7.12279,-4.9996,-0.02425,0.00147,-0.02798
-3.19855,7.13357,-5.01038,-0.02385,0.00147,-0.02678
-3.20693,7.12159,-4.99481,-0.02411,0.00266,-0.02718
-3.19136,7.11321,-5.01996,-0.02425,0.00187,-0.02745
-3.19017,7.10842,-5.02355,-0.02438,0.00013,-0.02785
-3.1734,7.07848,-4.99481,-0.02451,-0.00027,-0.02758
-3.17699,7.10483,-5.02236,-0.02411,0.0,-0.02825
-3.1746,7.10483,-5.03194,-0.02425,0.00107,-0.02785
-3.1746,7.10842,-5.01876,-0.02411,0.00107,-0.02798
-3.17939,7.10483,-4.97925,-0.02451,0.0012,-0.02825
-3.19855,7.10243,-4.99721,-0.02478,0.00107,-0.02851
-3.20214,7.10602,-5.03792,-0.02425,0.0008,-0.02851
-3.20214,7.11081,-5.04391,-0.02345,0.00173,-0.02825
-3.18298,7.13117,-5.04032,-0.02358,0.00213,-0.02798
-3.17101,7.11321,-5.03313,-0.02438,0.00107,-0.02825
-3.17101,7.10842,-5.01158,-0.02398,0.00013,-0.02851
-3.20813,7.11321,-5.02954,-0.02398,0.0008,-0.02838
-3.20573,7.12159,-5.03194,-0.02358,0.0008,-0.02851
-3.18657,7.11201,-5.00679,-0.02305,0.00173,-0.02771
-3.18777,7.12159,-5.03313,-0.02332,0.002,-0.02785
-3.19615,7.11081,-5.01038,-0.02451,0.00107,-0.02825
-3.19735,7.11201,-5.02595,-0.02425,0.00093,-0.02771
-3.19017,7.1156,-5.0008,-0.02385,0.00147,-0.02691
-3.17939,7.1168,-5.01397,-0.02358,0.00133,-0.02705
-3.19017,7.118,-5.01517,-0.02398,0.00133,-0.02838
-3.20334,7.11081,-5.04271,-0.02438,0.00027,-0.02838
-3.19615,7.10962,-5.00559,-0.02451,0.00067,-0.02851
-3.19496,7.1156,-4.99721,-0.02398,0.0016,-0.02798
-3.20094,7.1168,-5.00559,-0.02385,0.00253,-0.02785
-3.18059,7.11321,-5.01038,-0.02332,0.002,-0.02785
-3.19855,7.10962,-5.0032,-0.02358,0.00147,-0.02811
-3.21292,7.10243,-5.0008,-0.02451,0.0012,-0.02891
-3.20813,7.10602,-4.99481,-0.02425,0.0016,-0.02838
-3.21052,7.11321,-5.01517,-0.02411,0.00253,-0.02771
-3.20573,7.11441,-5.0487,-0.02345,0.00213,-0.02798
-3.2201,7.1168,-5.03194,-0.02372,0.00147,-0.02798
-3.19256,7.13836,-5.00679,-0.02425,0.0016,-0.02785
-3.19735,7.1168,-5.01397,-0.02385,0.00133,-0.02771
-3.17819,7.09165,-5.01996,-0.02385,0.002,-0.02705
-3.18178,7.11201,-5.02236,-0.02358,0.00213,-0.02758
-3.18777,7.1156,-4.9996,-0.02425,0.00147,-0.02811
-3.19735,7.10722,-4.98164,-0.02425,0.00107,-0.02811
-3.1758,7.10602,-5.01038,-0.02398,0.0016,-0.02785
-3.18897,7.12039,-5.03074,-0.02318,0.00107,-0.02811
-3.19256,7.12878,-5.0475,-0.02318,0.00226,-0.02811
-3.18059,7.12279,-5.02236,-0.02332,0.00226,-0.02798
-3.19615,7.1156,-5.01637,-0.02332,0.00173,-0.02785
-3.20334,7.08207,-5.00799,-0.02332,0.0016,-0.02891
-3.20454,7.10363,-5.01278,-0.02332,0.0016,-0.02838
-3.20334,7.10962,-5.00679,-0.02385,0.002,-0.02825
-3.18418,7.10123,-5.02355,-0.02332,0.00133,-0.02811
-3.20813,7.10722,-5.02475,-0.02332,0.0008,-0.02851
-3.20214,7.1168,-4.97086,-0.02425,0.00053,-0.02705
-3.19615,7.12399,-5.01397,-0.02398,0.0008,-0.02678
-3.18897,7.12758,-5.05349,-0.02425,0.002,-0.02731
-3.19136,7.11321,-5.02595,-0.02385,0.0016,-0.02851
-3.18777,7.10602,-5.03792,-0.02372,0.00147,-0.02838
-3.18657,7.10722,-5.02715,-0.02411,0.00093,-0.02825
-3.20454,7.11321,-5.00799,-0.02425,0.00133,-0.02851
-3.18418,7.10483,-5.02116,-0.02425,0.00173,-0.02825
-3.20214,7.10842,-5.03792,-0.02398,0.0012,-0.02785
-3.20933,7.10962,-5.01996,-0.02411,0.00093,-0.02811
-3.20094,7.11441,-5.03673,-0.02411,0.00093,-0.02785
-3.19256,7.12638,-5.00918,-0.02398,0.0012,-0.02838
-3.19855,7.10842,-5.01278,-0.02398,0.00173,-0.02864
-3.19376,7.10363,-5.0487,-0.02372,0.00173,-0.02851
-3.18178,7.12039,-5.02954,-0.02385,0.00147,-0.02811
-3.20214,7.11081,-5.03074,-0.02411,0.00133,-0.02745
-3.19256,7.10483,-5.01757,-0.02398,0.00133,-0.02771
-3.19017,7.10123,-5.02834,-0.02385,0.0012,-0.02718
-3.18777,7.10123,-5.05229,-0.02318,0.00147,-0.02678
-3.19256,7.09525,-5.0487,-0.02385,0.00253,-0.02705
-3.20094,7.118,-4.99601,-0.02451,0.00226,-0.02785
-3.18777,7.10004,-4.99721,-0.02465,0.00173,-0.02785
-3.18777,7.11441,-5.05229,-0.02398,0.00226,-0.02731
-3.1734,7.12159,-5.03433,-0.02398,0.00226,-0.02705
-3.19735,7.118,-5.03792,-0.02358,0.00133,-0.02691
-3.19496,7.12279,-5.04511,-0.02398,0.0016,-0.02745
-3.20214,7.09764,-5.01278,-0.02465,0.0016,-0.02745
-3.19136,7.10363,-5.01876,-0.02465,0.0012,-0.02798
-3.20454,7.10842,-5.05708,-0.02385,0.00187,-0.02771
-3.20454,7.10123,-5.00799,-0.02345,0.00093,-0.02931
-3.19256,7.10363,-5.01038,-0.02385,0.00093,-0.02825
-3.1722,7.10483,-5.03792,-0.02425,0.00067,-0.02745
-3.19017,7.10243,-5.03433,-0.02438,0.00093,-0.02825
-3.18657,7.09046,-5.03194,-0.02411,0.00226,-0.02838
-3.19615,7.08806,-5.01637,-0.02385,0.00266,-0.02851
-3.19615,7.10004,-5.04631,-0.02358,0.00107,-0.02891
-3.18178,7.10363,-5.04631,-0.02438,0.00133,-0.02891
-3.21052,7.12039,-5.02355,-0.02478,0.00187,-0.02785
-3.21292,7.12399,-5.01517,-0.02398,0.0016,-0.02825
-3.19496,7.11321,-5.01397,-0.02332,0.00187,-0.02758
-3.18059,7.10842,-5.00439,-0.02332,0.002,-0.02785
-3.19376,7.11081,-4.98883,-0.02425,0.00107,-0.02745
-3.19017,7.10602,-5.0032,-0.02411,0.0004,-0.02758
-3.19855,7.10602,-5.02954,-0.02451,0.002,-0.02838
-3.18657,7.12279,-5.03433,-0.02411,0.00173,-0.02851
-3.19735,7.11321,-5.02715,-0.02398,0.0016,-0.02864
-3.19136,7.1156,-5.02475,-0.02398,0.00067,-0.02838
-3.19975,7.11081,-5.00679,-0.02358,0.00027,-0.02758
-3.18298,7.11441,-5.02595,-0.02345,0.00133,-0.02811
-3.20813,7.12518,-5.02355,-0.02345,0.00173,-0.02825
-3.18178,7.1192,-5.02834,-0.02385,0.00213,-0.02771
-3.19017,7.10004,-5.03912,-0.02385,0.00187,-0.02771
-3.18777,7.10004,-5.01876,-0.02425,0.0016,-0.02758
-3.18538,7.08806,-5.0008,-0.02425,0.00107,-0.02718
-3.19615,7.11441,-5.0032,-0.02332,0.00213,-0.02745
-3.18298,7.10842,-5.04391,-0.02425,0.002,-0.02811
-3.19376,7.10243,-5.03074,-0.02425,0.0012,-0.02851
-3.21412,7.12159,-5.00918,-0.02425,0.0008,-0.02758
-3.21172,7.1156,-5.01158,-0.02411,0.0012,-0.02718
-3.18059,7.12878,-5.01637,-0.02345,0.0012,-0.02691
-3.19376,7.12279,-5.00918,-0.02385,0.00093,-0.02771
-3.19615,7.118,-5.0487,-0.02425,0.00173,-0.02785
-3.20573,7.12159,-5.04152,-0.02451,0.00173,-0.02851
-3.19376,7.13476,-4.99841,-0.02411,0.00133,-0.02785
-3.20214,7.12638,-5.00918,-0.02411,0.00027,-0.02785
-3.20693,7.10123,-5.04271,-0.02425,0.00133,-0.02825
-3.19496,7.10842,-5.0008,-0.02411,0.00133,-0.02811
-3.18777,7.12039,-5.02475,-0.02398,0.0008,-0.02851
-3.20094,7.10483,-5.03792,-0.02451,0.0008,-0.02918
-3.21172,7.118,-5.01397,-0.02358,0.00226,-0.02838
-3.21891,7.12159,-5.04152,-0.02345,0.00147,-0.02825
-3.21891,7.10483,-5.03792,-0.02358,0.00133,-0.02771
-3.19376,7.11441,-5.05349,-0.02398,0.00107,-0.02851
-3.19256,7.10123,-5.04511,-0.02438,0.00093,-0.02864
-3.19615,7.09884,-5.03673,-0.02385,0.00187,-0.02745
-3.1746,7.11321,-5.04271,-0.02398,0.00107,-0.02758
-3.19136,7.12997,-4.9996,-0.02425,0.0012,-0.02825
-3.20573,7.10962,-5.00799,-0.02398,0.0012,-0.02825
-3.20334,7.10962,-4.99242,-0.02398,0.00147,-0.02825
-3.18418,7.11201,-5.03553,-0.02345,0.00147,-0.02785
-3.19496,7.09285,-5.02715,-0.02358,0.00173,-0.02745
-2.84169,6.2031,-5.36245,0.03544,0.0381,0.02252
-3.69312,7.18266,-5.01158,0.14695,0.10738,0.05076
-2.97222,6.66294,-4.82716,0.09366,0.07514,0.04836
-3.28597,7.30481,-5.0954,0.13137,0.10179,0.06888
-3.20334,7.46408,-5.12295,0.16134,0.12057,0.09406
-2.92073,6.89287,-5.28222,0.2177,0.15162,0.11564
-2.75667,6.40069,-5.02116,0.25634,0.1792,0.14362
-3.32788,6.69168,-5.11097,0.31776,0.21504,0.17666
-3.29794,7.37067,-5.29659,0.36559,0.24461,0.20304
-2.74948,7.0234,-5.66183,0.41275,0.27366,0.22316
-2.34592,6.16957,-4.96368,0.45672,0.29391,0.25207
-3.99968,6.53721,-5.31934,0.50255,0.32935,0.28591
-1.96871,7.29164,-5.27024,0.53999,0.33774,0.30057
-2.37825,6.46176,-5.61991,0.58662,0.37478,0.32788
-2.44412,6.45218,-5.75643,0.62805,0.38624,0.34813
-2.0681,6.66175,-5.92648,0.65909,0.40009,0.38104
-2.05972,6.67013,-5.73368,0.67588,0.40809,0.40915
-2.34592,6.79826,-5.61632,0.71958,0.43873,0.43726
-2.44891,6.21987,-5.89295,0.74609,0.45805,0.46444
-2.5962,6.5899,-5.82469,0.79619,0.47204,0.48456
-1.94595,6.5899,-6.30728,0.85441,0.49868,0.51814
-1.80584,6.6354,-6.07976,0.90651,0.52387,0.55224
-2.07169,6.29052,-6.30848,0.93155,0.55824,0.58315
-1.73878,6.31567,-6.35878,0.98951,0.57249,0.61273
-1.74357,5.42711,-6.49769,1.07917,0.59088,0.63551
-2.50878,7.88919,-6.50128,1.24078,0.64191,0.69613
-1.52443,6.02108,-6.64498,1.18189,0.60474,0.67029
-1.69927,5.73727,-6.78749,1.19628,0.60234,0.67255
-1.85854,6.61025,-6.80425,1.23652,0.60967,0.68681
-1.3939,6.12766,-6.9264,1.20308,0.58582,0.67242
-1.32085,6.12886,-7.03058,1.22586,0.58862,0.69107
-1.60107,6.10969,-7.15632,1.26476,0.59328,0.70812
-1.73998,6.86293,-7.39822,1.28022,0.58782,0.71145
-1.48371,6.22346,-7.41139,1.24838,0.56543,0.69667
-1.23583,6.04503,-7.39941,1.24971,0.55917,0.69853
-1.09093,5.55884,-7.43654,1.23878,0.54572,0.692
-1.14482,5.37323,-7.51557,1.23412,0.52933,0.68534
-0.86819,5.07624,-7.65448,1.25357,0.52173,0.69933
-0.69456,5.01038,-7.7922,1.33458,0.54598,0.72225
-1.13524,6.37195,-7.91793,1.39826,0.5649,0.72624
-0.79036,5.89774,-7.93829,1.30913,0.50268,0.71878
-0.51014,4.87985,-8.09636,1.2569,0.47723,0.72265
-0.58558,5.25587,-8.28557,1.3082,0.49189,0.75076
-0.61073,5.42592,-8.13588,1.31406,0.49482,0.74716
-0.49098,4.83914,-8.1275,1.28382,0.48376,0.7337
-0.11376,4.54814,-8.34664,1.29447,0.46165,0.71452
-0.32572,4.63436,-8.50591,1.3459,0.46085,0.72651
-0.29938,5.02834,-8.52747,1.35549,0.44966,0.72997
-0.1425,4.46791,-8.55501,1.31526,0.42647,0.71998
0.17124,4.24038,-8.55142,1.30687,0.40875,0.70599
0.05509,4.63077,-8.65919,1.32885,0.40342,0.71572
0.10179,4.36492,-8.67955,1.3114,0.38677,0.69787
0.16406,3.87993,-8.91426,1.27955,0.36665,0.698
0.1425,4.05357,-8.99929,1.32419,0.37078,0.71612
0.07664,4.34097,-8.96456,1.35083,0.36146,0.70919
0.30536,3.98651,-9.03162,1.31699,0.34041,0.68854
0.37961,3.14825,-9.07832,1.31606,0.33428,0.70133
0.44907,3.20933,-9.09509,1.35923,0.33201,0.72771
0.56403,3.72785,-9.09988,1.36948,0.31829,0.71892
0.78437,3.34225,-9.12982,1.31686,0.29884,0.70892
0.50535,3.23567,-9.2316,1.30793,0.2991,0.73597
0.49697,3.40093,-9.32381,1.31499,0.29191,0.77327
0.58199,3.30992,-9.42919,1.27729,0.27526,0.74929
0.97956,2.95426,-9.52499,1.23545,0.26553,0.72997
1.11608,2.51357,-9.48548,1.24598,0.27046,0.74436
0.82029,2.2106,-9.47589,1.29274,0.27192,0.72185
1.02866,2.3543,-9.5202,1.34004,0.23702,0.64591
0.75084,2.42136,-9.53936,1.36016,0.2225,0.60727
0.87897,2.48124,-9.59205,1.34071,0.19811,0.62059
1.02267,2.10522,-9.56331,1.309,0.17613,0.6475
1.08494,1.8262,-9.58128,1.3022,0.172,0.66123
1.03704,1.84776,-9.6639,1.31126,0.16361,0.67215
1.04064,2.11839,-9.75012,1.28435,0.15135,0.66376
1.06459,2.03816,-9.66031,1.22026,0.13323,0.63365
1.22865,1.78309,-9.70342,1.15125,0.12311,0.59661
1.17835,1.59748,-9.66271,1.09489,0.11764,0.56623
1.14123,1.16518,-9.65672,1.05093,0.11032,0.54811
1.39749,1.152,-9.68546,1.04533,0.10619,0.54372
1.21308,0.95442,-9.77647,1.03374,0.10206,0.54638
1.28014,1.45018,-9.7118,1.01189,0.09406,0.53386
1.18434,1.33043,-9.73815,0.95047,0.08447,0.50215
1.20948,0.99274,-9.75372,0.8716,0.07581,0.46085
1.33403,1.31127,-9.7597,0.82537,0.06901,0.43287
1.3484,1.39749,-9.77288,0.73384,0.06155,0.38264
1.36995,1.30169,-9.77647,0.58995,0.04983,0.30843
1.32684,0.95322,-9.74294,0.45712,0.03691,0.24381
1.25858,1.2011,-9.72258,0.36772,0.02864,0.19145
1.27176,0.85143,-9.74893,0.26593,0.02038,0.1347
1.16637,0.00958,-9.73456,0.19825,0.01958,0.15362
1.62382,0.82508,-9.87347,0.2137,0.01585,0.37411
1.21667,0.94364,-9.56451,0.14376,0.02052,0.41475
1.42623,0.81311,-9.73216,0.02478,0.00946,0.31789
1.32325,0.66701,-9.84473,-0.04197,0.01132,0.30124
1.23823,-1.06578,-9.74893,0.0028,0.01559,0.26993
1.4885,0.1916,-9.72977,0.21144,0.02172,0.17387
1.40348,0.09939,-9.65432,0.23862,0.01759,0.12644
1.42623,1.06099,-9.74414,0.19958,0.00973,0.10019
1.19032,0.75683,-9.64474,0.1367,0.0064,0.06795
1.19392,0.52092,-9.68546,0.0902,0.00719,0.04024
1.11847,1.03585,-9.61361,0.0886,0.01013,0.02571
1.30768,-0.32213,-9.6663,-0.01452,0.00719,-0.02185
1.36277,0.08143,-9.68666,-0.01958,0.0052,-0.02505
1.36396,0.1916,-9.69624,-0.02878,-0.00093,-0.02518
1.33043,0.28141,-9.71779,-0.03211,-0.002,-0.02558
1.30169,0.27183,-9.70821,-0.02798,0.00027,-0.02691
1.33522,0.20238,-9.74893,-0.02052,0.004,-0.02811
1.37594,0.11496,-9.74893,-0.01652,0.00613,-0.02891
1.42983,0.13292,-9.73575,-0.02078,0.0032,-0.02851
1.3448,0.16645,-9.69025,-0.02665,-0.00107,-0.02678
1.31846,0.2407,-9.72019,-0.03024,-0.0028,-0.02665
1.27056,0.25866,-9.72617,-0.02651,-0.00027,-0.02691
1.30648,0.21555,-9.69983,-0.02092,0.0036,-0.02811
1.3484,0.15208,-9.69504,-0.01692,0.00493,-0.02918
1.39031,0.1425,-9.68785,-0.02012,0.00253,-0.02731
1.35798,0.17603,-9.68785,-0.02625,0.00013,-0.02718
1.33403,0.22034,-9.69264,-0.02984,-0.0016,-0.02691
1.31606,0.23711,-9.72258,-0.02718,-0.0008,-0.02745
1.32924,0.22992,-9.71779,-0.02172,0.00306,-0.02785
1.36157,0.17963,-9.72737,-0.01879,0.0048,-0.02838
1.40468,0.15448,-9.75012,-0.02105,0.00413,-0.02918
1.34959,0.18202,-9.72857,-0.02571,0.00027,-0.02798
1.33882,0.20837,-9.72019,-0.02785,-0.0012,-0.02758
1.31127,0.24788,-9.72737,-0.02678,0.00053,-0.02731
1.32924,0.21316,-9.72498,-0.02158,0.00187,-0.02771
1.36157,0.16526,-9.72378,-0.01905,0.00373,-0.02878
1.38911,0.15807,-9.72977,-0.02105,0.0032,-0.02918
1.36756,0.16885,-9.74773,-0.02518,0.00027,-0.02825
1.32684,0.21555,-9.7142,-0.02798,-0.00173,-0.02745
1.29092,0.21914,-9.73695,-0.02638,-0.00027,-0.02771
1.3005,0.21196,-9.73575,-0.02265,0.00306,-0.02798
1.35558,0.16765,-9.72258,-0.01972,0.00426,-0.02838
1.37833,0.1437,-9.71899,-0.02105,0.0028,-0.02878
1.34959,0.18442,-9.73216,-0.02465,0.0012,-0.02811
1.32924,0.22753,-9.72139,-0.02758,-0.00053,-0.02731
1.30289,0.22274,-9.713,-0.02638,-0.00013,-0.02651
1.32564,0.19998,-9.69145,-0.02332,0.00253,-0.02811
1.3472,0.18801,-9.67827,-0.02105,0.00386,-0.02838
1.35438,0.15927,-9.71061,-0.02238,0.00306,-0.02771
1.34361,0.17124,-9.72617,-0.02451,0.00107,-0.02745
1.33522,0.194,-9.69384,-0.02638,0.00053,-0.02691
1.31966,0.23591,-9.69983,-0.02638,0.00093,-0.02691
1.31726,0.20477,-9.71061,-0.02332,0.0024,-0.02731
1.33043,0.18561,-9.71899,-0.02078,0.00346,-0.02771
1.35917,0.17843,-9.70941,-0.02185,0.00266,-0.02811
1.36157,0.17963,-9.713,-0.02438,0.00147,-0.02838
1.35558,0.21555,-9.73216,-0.02558,0.00067,-0.02758
1.32564,0.21675,-9.73815,-0.02545,0.00093,-0.02838
1.32445,0.20597,-9.70222,-0.02345,0.0028,-0.02825
1.3448,0.18082,-9.73336,-0.02185,0.00306,-0.02838
1.3472,0.18921,-9.72857,-0.02265,0.00266,-0.02864
1.346,0.17723,-9.66989,-0.02372,0.0008,-0.02891
1.33043,0.21196,-9.69983,-0.02531,0.00067,-0.02838
1.32085,0.21076,-9.71659,-0.02491,0.00133,-0.02811
1.34001,0.20238,-9.73096,-0.02305,0.00173,-0.02851
1.3448,0.16047,-9.7154,-0.02185,0.00226,-0.02878
1.3484,0.14849,-9.73935,-0.02238,0.002,-0.02864
1.34959,0.17843,-9.73336,-0.02372,0.0004,-0.02758
1.32684,0.20358,-9.72019,-0.02558,0.00013,-0.02705
1.32205,0.22753,-9.73815,-0.02465,0.0008,-0.02798
1.32684,0.19879,-9.72019,-0.02305,0.00147,-0.02785
1.34001,0.1928,-9.72258,-0.02238,0.00187,-0.02851
1.34959,0.17484,-9.69624,-0.02265,0.00213,-0.02771
1.33642,0.19759,-9.73695,-0.02398,0.00133,-0.02745
1.33043,0.1916,-9.73336,-0.02491,0.00067,-0.02771
1.32924,0.1928,-9.73695,-0.02438,0.00093,-0.02798
1.34121,0.18322,-9.73575,-0.02332,0.00107,-0.02811
1.35678,0.18202,-9.73336,-0.02292,0.002,-0.02785
1.36636,0.20118,-9.70821,-0.02278,0.00173,-0.02811
1.34959,0.19879,-9.72019,-0.02318,0.00053,-0.02838
1.34241,0.19879,-9.72737,-0.02465,0.00013,-0.02758
1.32684,0.1916,-9.74055,-0.02505,0.00067,-0.02785
1.33522,0.19998,-9.70941,-0.02345,0.0016,-0.02771
1.35438,0.194,-9.72857,-0.02332,0.00266,-0.02838
1.35319,0.18082,-9.73336,-0.02318,0.00213,-0.02798
1.35558,0.18921,-9.76449,-0.02438,0.00133,-0.02745
1.32684,0.20238,-9.75372,-0.02438,-0.00027,-0.02731
1.33283,0.19998,-9.72139,-0.02425,0.00053,-0.02811
1.33283,0.20717,-9.74773,-0.02358,0.00133,-0.02758
1.32564,0.19998,-9.73336,-0.02318,0.00133,-0.02798
1.34361,0.19639,-9.73216,-0.02278,0.0012,-0.02798
1.3472,0.18801,-9.73695,-0.02358,0.00147,-0.02798
1.34121,0.18801,-9.72977,-0.02438,0.00213,-0.02758
1.31966,0.17124,-9.70222,-0.02465,0.00187,-0.02705
1.33403,0.18681,-9.70462,-0.02372,0.00027,-0.02771
1.33882,0.1904,-9.7154,-0.02345,0.0008,-0.02771
1.34241,0.18921,-9.73815,-0.02465,0.00107,-0.02758
1.34241,0.22154,-9.73096,-0.02531,0.00107,-0.02798
1.34001,0.20358,-9.72378,-0.02558,0.00027,-0.02825
1.33762,0.19639,-9.72617,-0.02518,0.00107,-0.02811
1.3448,0.21076,-9.70821,-0.02398,0.002,-0.02811
1.35678,0.18322,-9.7118,-0.02318,0.00187,-0.02838
1.33642,0.19759,-9.70462,-0.02358,0.0008,-0.02811
1.32564,0.18082,-9.67827,-0.02398,0.00013,-0.02718
1.32085,0.16166,-9.69743,-0.02438,0.0008,-0.02771
1.3448,0.17843,-9.70582,-0.02358,0.00067,-0.02811
1.33762,0.19998,-9.70941,-0.02358,0.00067,-0.02731
1.32804,0.1916,-9.69384,-0.02372,0.00173,-0.02745
1.32924,0.19759,-9.69504,-0.02385,0.0004,-0.02745
1.34001,0.18921,-9.70222,-0.02385,0.00053,-0.02771
1.33283,0.21076,-9.72019,-0.02438,0.00067,-0.02811
1.3484,0.21555,-9.72378,-0.02345,0.0016,-0.02811
1.33163,0.1916,-9.72737,-0.02305,0.0012,-0.02771
1.35319,0.1928,-9.71899,-0.02332,0.00147,-0.02798
1.3472,0.17963,-9.70821,-0.02411,0.00173,-0.02838
1.3484,0.20238,-9.69025,-0.02491,0.00107,-0.02838
1.31966,0.22154,-9.68426,-0.02451,0.002,-0.02785
1.32804,0.20477,-9.69863,-0.02398,0.00173,-0.02798
1.33522,0.19759,-9.71779,-0.02345,0.00187,-0.02891
1.35438,0.21435,-9.713,-0.02345,0.00213,-0.02878
1.35319,0.18561,-9.69983,-0.02385,0.002,-0.02878
1.36157,0.18202,-9.70702,-0.02398,0.00147,-0.02798
1.33043,0.18921,-9.70222,-0.02372,0.00107,-0.02825
1.32924,0.19639,-9.69145,-0.02398,0.00093,-0.02851
1.33522,0.18681,-9.72498,-0.02372,0.00213,-0.02851
1.346,0.194,-9.73216,-0.02385,0.00173,-0.02825
1.3448,0.20477,-9.75851,-0.02398,0.0012,-0.02904
1.33882,0.19639,-9.74414,-0.02372,0.00147,-0.02851
1.33642,0.17963,-9.72139,-0.02345,0.00053,-0.02825
1.36516,0.17603,-9.71899,-0.02385,0.00147,-0.02811
1.3484,0.18202,-9.74414,-0.02358,0.00133,-0.02785
1.33283,0.17603,-9.72737,-0.02372,0.0016,-0.02785
1.33522,0.1916,-9.7154,-0.02358,0.00133,-0.02811
1.32445,0.20358,-9.68785,-0.02372,0.00107,-0.02825
1.35199,0.18561,-9.70941,-0.02332,0.0008,-0.02825
1.34959,0.17843,-9.73575,-0.02278,0.00133,-0.02864
1.33403,0.15687,-9.72378,-0.02345,0.002,-0.02811
1.3472,0.17723,-9.7142,-0.02398,0.00147,-0.02758
1.33762,0.17484,-9.7142,-0.02438,0.00107,-0.02731
1.33163,0.20238,-9.72378,-0.02451,0.0012,-0.02745
1.33522,0.22753,-9.72139,-0.02411,0.00133,-0.02758
1.33762,0.20477,-9.72857,-0.02438,0.00187,-0.02825
1.33642,0.1904,-9.70582,-0.02332,0.00226,-0.02864
1.33163,0.20358,-9.70941,-0.02358,0.00173,-0.02838
1.33642,0.18921,-9.73336,-0.02372,0.00187,-0.02785
1.35678,0.19998,-9.73456,-0.02411,0.00226,-0.02811
1.34361,0.1916,-9.72617,-0.02438,0.00187,-0.02745
1.3484,0.17963,-9.73216,-0.02425,0.002,-0.02758
1.346,0.1904,-9.73695,-0.02385,0.0016,-0.02838
1.35438,0.20837,-9.72498,-0.02411,0.00133,-0.02825
1.34001,0.18561,-9.73096,-0.02345,0.0012,-0.02758
1.33882,0.18801,-9.72139,-0.02398,0.00147,-0.02864
1.33642,0.18801,-9.75132,-0.02385,0.00147,-0.02851
1.3472,0.19879,-9.7118,-0.02398,0.00173,-0.02851
1.34121,0.18082,-9.69384,-0.02411,0.0016,-0.02851
1.3472,0.1928,-9.74533,-0.02385,0.00133,-0.02864
1.346,0.18561,-9.75012,-0.02411,0.00147,-0.02785
1.35319,0.17603,-9.72857,-0.02385,0.00093,-0.02705
1.34121,0.17603,-9.73336,-0.02385,0.0012,-0.02771
1.34121,0.18082,-9.71659,-0.02385,0.00187,-0.02798
1.35199,0.18322,-9.72378,-0.02425,0.00133,-0.02798
1.32684,0.1928,-9.75492,-0.02385,0.00107,-0.02811
1.34121,0.20118,-9.7154,-0.02411,0.00107,-0.02798
1.33882,0.20118,-9.75731,-0.02398,0.00107,-0.02811
1.34001,0.18801,-9.73096,-0.02425,0.00173,-0.02785
1.33642,0.1916,-9.72019,-0.02425,0.00107,-0.02811
1.34241,0.17124,-9.73096,-0.02425,0.00107,-0.02811
1.34959,0.19519,-9.73456,-0.02411,0.00147,-0.02758
1.35319,0.18681,-9.73216,-0.02425,0.00067,-0.02838
1.35079,0.1928,-9.7609,-0.02451,0.0012,-0.02785
1.34959,0.1916,-9.70941,-0.02451,0.00173,-0.02771
1.35917,0.19639,-9.72258,-0.02385,0.0016,-0.02798
1.34121,0.19639,-9.7154,-0.02332,0.00187,-0.02811
1.35438,0.19879,-9.7142,-0.02292,0.0008,-0.02864
1.35319,0.18082,-9.74174,-0.02385,0.00147,-0.02838
1.32564,0.17843,-9.71899,-0.02411,0.0008,-0.02811
1.34361,0.19639,-9.73575,-0.02398,0.00093,-0.02825
1.35438,0.18202,-9.73575,-0.02372,0.00093,-0.02771
1.36516,0.18921,-9.74174,-0.02385,0.00173,-0.02811
1.3448,0.18202,-9.72019,-0.02332,0.0008,-0.02798
