ax,ay,az,gx,gy,gz
-6.37434,-4.76848,4.67508,-0.02305,-0.00053,-0.02971
-6.37075,-4.65831,4.79483,-0.02252,0.0,-0.02878
-6.39351,-4.76729,4.69304,-0.02425,0.00107,-0.02758
-6.41865,-4.63197,4.74693,-0.02278,0.00213,-0.02705
-6.42464,-4.73495,4.6655,-0.02438,0.00187,-0.02731
-6.41266,-4.66071,4.71939,-0.02212,-0.0012,-0.02785
-6.35399,-4.7601,4.70023,-0.02278,-0.0012,-0.02958
-6.37195,-4.66191,4.76729,-0.02278,-0.00027,-0.02878
-6.40069,-4.74932,4.72537,-0.02478,0.0016,-0.02678
-6.42704,-4.64993,4.73256,-0.02398,0.00226,-0.02638
-6.43662,-4.70023,4.69304,-0.02385,0.00133,-0.02745
-6.42344,-4.67149,4.75531,-0.02252,-0.00053,-0.02891
-6.37913,-4.72897,4.75771,-0.02318,-0.00053,-0.02864
-6.38153,-4.67987,4.76968,-0.02252,0.0008,-0.02851
-6.40189,-4.73256,4.71579,-0.02358,0.00226,-0.02718
-6.4462,-4.67987,4.69903,-0.02358,0.0024,-0.02758
-6.41746,-4.70741,4.68346,-0.02358,0.00133,-0.02785
-6.40668,-4.67867,4.70621,-0.02265,-0.00053,-0.02825
-6.37674,-4.71699,4.73974,-0.02305,-0.00067,-0.02825
-6.39351,-4.70981,4.77567,-0.02332,-0.00027,-0.02771
-6.40907,-4.72657,4.72178,-0.02425,0.00187,-0.02691
-6.43302,-4.66909,4.70142,-0.02411,0.00213,-0.02678
-6.42823,-4.70981,4.73615,-0.02358,0.00053,-0.02825
-6.3971,-4.68825,4.75411,-0.02305,-0.0008,-0.02944
-6.38632,-4.70741,4.73376,-0.02318,-0.0004,-0.02851
-6.38273,-4.68226,4.74453,-0.02305,0.00053,-0.02745
-6.41506,-4.71939,4.71939,-0.02425,0.0024,-0.02638
-6.42344,-4.69065,4.71579,-0.02372,0.00226,-0.02811
-6.42584,-4.70981,4.70861,-0.02292,0.0,-0.02891
-6.40668,-4.70502,4.74693,-0.02345,-0.00093,-0.02864
-6.41027,-4.7134,4.74573,-0.02372,-0.00013,-0.02825
-6.40668,-4.70142,4.7134,-0.02398,0.0012,-0.02731
-6.42584,-4.70981,4.72777,-0.02425,0.002,-0.02731
-6.42344,-4.68945,4.70502,-0.02398,0.00053,-0.02825
-6.41746,-4.70023,4.74453,-0.02318,0.0,-0.02878
-6.41865,-4.68226,4.74693,-0.02265,0.00027,-0.02878
-6.39111,-4.69663,4.71699,-0.02292,0.00107,-0.02758
-6.41865,-4.70142,4.72058,-0.02332,0.0008,-0.02678
-6.41746,-4.69544,4.69304,-0.02332,0.0008,-0.02665
-6.42464,-4.69184,4.73376,-0.02265,0.00013,-0.02705
-6.42105,-4.70741,4.7146,-0.02318,-0.00013,-0.02771
-6.41626,-4.70502,4.75292,-0.02372,0.00067,-0.02891
-6.40189,-4.70621,4.75292,-0.02345,0.00067,-0.02825
-6.40907,-4.67747,4.74094,-0.02372,0.0016,-0.02771
-6.41626,-4.711,4.71819,-0.02345,0.00147,-0.02798
-6.41746,-4.69065,4.73136,-0.02332,0.0004,-0.02838
-6.42225,-4.70861,4.7613,-0.02332,0.00067,-0.02864
-6.39351,-4.69184,4.7589,-0.02345,0.00027,-0.02798
-6.40069,-4.7122,4.72178,-0.02451,0.00173,-0.02825
-6.3971,-4.68466,4.72897,-0.02438,0.00266,-0.02705
-6.41147,-4.69184,4.72657,-0.02372,0.002,-0.02771
-6.40308,-4.70023,4.72897,-0.02318,0.00147,-0.02811
-6.38991,-4.70861,4.72897,-0.02358,0.00013,-0.02998
-6.40308,-4.69903,4.73136,-0.02345,0.00107,-0.02944
-6.41626,-4.68825,4.75052,-0.02385,0.002,-0.02878
-6.42464,-4.70502,4.75411,-0.02372,0.0016,-0.02825
-6.41865,-4.69184,4.72657,-0.02305,0.00067,-0.02811
-6.3959,-4.69783,4.74813,-0.02292,0.00053,-0.02864
-6.36955,-4.67388,4.75052,-0.02332,0.00027,-0.02864
-6.3959,-4.67268,4.71939,-0.02372,0.0004,-0.02798
-6.39231,-4.69783,4.69304,-0.02425,0.00187,-0.02758
-6.39949,-4.68107,4.69903,-0.02425,0.00173,-0.02758
-6.41506,-4.68945,4.71699,-0.02345,0.00253,-0.02798
-6.40428,-4.69424,4.7146,-0.02278,0.0012,-0.02811
-6.41147,-4.711,4.71579,-0.02305,-0.00053,-0.02825
-6.40788,-4.69544,4.71939,-0.02385,0.00013,-0.02851
-6.40548,-4.70621,4.74453,-0.02332,0.0012,-0.02811
-6.41746,-4.70502,4.72058,-0.02292,0.00187,-0.02731
-6.40069,-4.70861,4.73376,-0.02278,0.00147,-0.02851
-6.40548,-4.70142,4.73855,-0.02278,0.00107,-0.02811
-6.38871,-4.69903,4.73855,-0.02318,0.00187,-0.02811
-6.40907,-4.69424,4.7146,-0.02358,0.0024,-0.02758
-6.40189,-4.68346,4.71939,-0.02318,0.00187,-0.02691
-6.41147,-4.70023,4.71939,-0.02345,0.00067,-0.02758
-6.39231,-4.69304,4.73136,-0.02305,0.00067,-0.02731
-6.3971,-4.70023,4.72418,-0.02332,0.00027,-0.02798
-6.40189,-4.72418,4.75172,-0.02385,0.0012,-0.02838
-6.41985,-4.7134,4.75651,-0.02385,0.00067,-0.02718
-6.42584,-4.70621,4.74334,-0.02398,0.00107,-0.02691
-6.42344,-4.70262,4.73615,-0.02372,0.00053,-0.02745
-6.42225,-4.68346,4.73735,-0.02372,0.00013,-0.02785
-6.41865,-4.68466,4.73376,-0.02385,0.00067,-0.02771
-6.41985,-4.70502,4.73855,-0.02411,0.0004,-0.02811
-6.40428,-4.7122,4.72537,-0.02411,0.00107,-0.02745
-6.40428,-4.70741,4.74932,-0.02398,0.0012,-0.02771
-6.39351,-4.68705,4.73016,-0.02411,0.00107,-0.02825
-6.37434,-4.69663,4.73376,-0.02318,0.0008,-0.02864
-6.38871,-4.70382,4.72777,-0.02332,0.00013,-0.02785
-6.3959,-4.70142,4.75292,-0.02385,0.0004,-0.02825
-6.41746,-4.68705,4.72418,-0.02411,0.00067,-0.02745
-6.41985,-4.67987,4.68346,-0.02385,0.00093,-0.02825
-6.44739,-4.67867,4.69903,-0.02358,0.00067,-0.02944
-6.41027,-4.69184,4.70981,-0.02292,0.0004,-0.02878
-6.39111,-4.68346,4.72897,-0.02305,0.0004,-0.02838
-6.41626,-4.70142,4.72298,-0.02372,0.00053,-0.02811
-6.40189,-4.70382,4.72418,-0.02358,0.00067,-0.02785
-6.41027,-4.70142,4.71819,-0.02372,-0.00013,-0.02798
-6.41266,-4.69903,4.70502,-0.02372,0.0008,-0.02825
-6.42225,-4.71699,4.73256,-0.02385,0.00107,-0.02864
-6.42105,-4.70382,4.75771,-0.02372,0.0012,-0.02878
-6.42823,-4.70741,4.73615,-0.02332,0.00147,-0.02864
-6.41027,-4.69424,4.71579,-0.02318,0.00067,-0.02864
-6.41865,-4.711,4.72058,-0.02345,0.00053,-0.02785
-6.41386,-4.69783,4.74813,-0.02305,0.00053,-0.02811
-6.40907,-4.69544,4.75771,-0.02292,0.0008,-0.02785
-6.3971,-4.68586,4.74214,-0.02318,0.00067,-0.02785
-6.41985,-4.70382,4.75052,-0.02345,0.0008,-0.02798
-6.40548,-4.70262,4.7613,-0.02372,0.00093,-0.02825
-6.40069,-4.70502,4.74094,-0.02398,0.00187,-0.02851
-6.40189,-4.69065,4.76489,-0.02332,0.00147,-0.02798
-6.41027,-4.69544,4.74094,-0.02318,0.00213,-0.02864
-6.41746,-4.68945,4.73256,-0.02332,0.00133,-0.02825
-6.42823,-4.69184,4.73256,-0.02358,0.00027,-0.02864
-6.39949,-4.69424,4.74693,-0.02411,0.00013,-0.02825
-6.39351,-4.69903,4.7146,-0.02358,0.00107,-0.02785
-6.38392,-4.67628,4.7589,-0.02345,0.00133,-0.02838
-6.3947,-4.70861,4.74334,-0.02425,0.00133,-0.02798
-6.3959,-4.68586,4.71699,-0.02451,0.0016,-0.02758
-6.41626,-4.70861,4.71939,-0.02385,0.002,-0.02825
-6.40548,-4.68586,4.70861,-0.02385,0.00133,-0.02851
-6.40069,-4.68107,4.7146,-0.02372,0.00147,-0.02758
-6.39351,-4.70262,4.72537,-0.02372,0.00133,-0.02785
-6.41147,-4.70262,4.73495,-0.02358,0.00107,-0.02798
-6.41027,-4.69184,4.74094,-0.02318,0.00067,-0.02864
-6.40907,-4.69903,4.73615,-0.02372,0.00067,-0.02811
-6.41386,-4.69663,4.75411,-0.02345,0.00067,-0.02785
-6.40428,-4.69663,4.74813,-0.02318,0.00133,-0.02771
-6.41506,-4.70741,4.73974,-0.02318,0.00173,-0.02731
-6.40548,-4.68945,4.73735,-0.02318,0.00133,-0.02758
-6.40308,-4.67149,4.73256,-0.02345,0.00147,-0.02798
-6.41746,-4.70382,4.74453,-0.02332,0.0012,-0.02811
-6.40668,-4.70861,4.74932,-0.02332,0.00013,-0.02838
-6.41266,-4.69663,4.73615,-0.02358,0.00053,-0.02785
-6.40189,-4.69424,4.73735,-0.02372,0.00093,-0.02811
-6.40548,-4.69184,4.72537,-0.02358,0.00013,-0.02798
-6.41266,-4.67987,4.75411,-0.02318,0.00093,-0.02851
-6.40668,-4.69903,4.74334,-0.02372,0.00187,-0.02798
-6.41266,-4.72058,4.74932,-0.02372,0.00187,-0.02771
-6.41386,-4.70741,4.74813,-0.02332,0.00093,-0.02851
-6.41506,-4.70502,4.72537,-0.02372,0.00147,-0.02798
-6.40189,-4.69065,4.73016,-0.02345,0.00147,-0.02785
-6.40428,-4.70981,4.71819,-0.02451,0.0016,-0.02864
-6.41746,-4.69065,4.70981,-0.02438,0.002,-0.02878
-6.42344,-4.70382,4.7134,-0.02372,0.00173,-0.02851
-6.41626,-4.69424,4.72657,-0.02385,0.00093,-0.02798
-6.38033,-4.70861,4.74573,-0.02385,0.00093,-0.02798
-6.3959,-4.68705,4.74453,-0.02385,0.00133,-0.02851
-6.41027,-4.7122,4.76369,-0.02305,0.0012,-0.02825
-6.41865,-4.68586,4.77327,-0.02305,0.00093,-0.02785
-6.40788,-4.69544,4.77088,-0.02332,0.00093,-0.02798
-6.41626,-4.69903,4.73855,-0.02372,0.00107,-0.02838
-6.38392,-4.69544,4.74453,-0.02425,0.00133,-0.02838
-6.39949,-4.69783,4.71699,-0.02358,0.00147,-0.02785
-6.41266,-4.68226,4.70502,-0.02345,0.00107,-0.02798
-6.40069,-4.69903,4.71939,-0.02305,0.00107,-0.02758
-6.39351,-4.69304,4.74693,-0.02292,0.00107,-0.02758
-6.40907,-4.70981,4.72537,-0.02332,0.00107,-0.02811
-6.40069,-4.70621,4.73136,-0.02385,0.00067,-0.02891
-6.40189,-4.69544,4.70741,-0.02385,0.0012,-0.02785
-6.39111,-4.68586,4.72657,-0.02345,0.00147,-0.02825
-6.3947,-4.69903,4.72897,-0.02372,0.00067,-0.02838
-6.40189,-4.70502,4.711,-0.02345,0.0012,-0.02771
-6.40308,-4.69304,4.72657,-0.02372,0.0008,-0.02798
-6.41027,-4.69903,4.72777,-0.02358,0.00093,-0.02825
-6.40189,-4.70981,4.711,-0.02425,0.00133,-0.02811
-6.3971,-4.70741,4.72418,-0.02345,0.0008,-0.02798
-6.39231,-4.70621,4.74453,-0.02332,0.00107,-0.02731
-6.39351,-4.69663,4.70981,-0.02345,0.00133,-0.02758
-6.40308,-4.70023,4.73016,-0.02398,0.0012,-0.02771
-6.41746,-4.67987,4.74214,-0.02411,0.00147,-0.02838
-6.41746,-4.70621,4.75771,-0.02398,0.00133,-0.02864
-6.41506,-4.70382,4.72657,-0.02372,0.00093,-0.02878
-6.40907,-4.69783,4.71819,-0.02345,0.002,-0.02838
-6.40069,-4.70861,4.73495,-0.02332,0.00213,-0.02758
-6.40308,-4.711,4.72178,-0.02345,0.00147,-0.02851
-6.40548,-4.68705,4.70142,-0.02372,0.00027,-0.02825
-6.3959,-4.69663,4.71579,-0.02411,0.00107,-0.02851
-6.39111,-4.71699,4.7146,-0.02358,0.00107,-0.02825
-6.38273,-4.69544,4.7134,-0.02385,0.00107,-0.02864
-6.3959,-4.71699,4.73495,-0.02372,0.0016,-0.02798
-6.42225,-4.7146,4.73495,-0.02425,0.00173,-0.02731
-6.40788,-4.69544,4.71699,-0.02345,0.00147,-0.02758
-6.40668,-4.70262,4.75052,-0.02358,0.00107,-0.02785
-6.40069,-4.70741,4.7601,-0.02358,0.0008,-0.02771
-6.39351,-4.69903,4.72897,-0.02305,0.00067,-0.02851
-6.40907,-4.68705,4.72178,-0.02345,0.00067,-0.02851
-6.40069,-4.70142,4.74813,-0.02358,0.00107,-0.02904
-6.40907,-4.69663,4.73735,-0.02318,0.00133,-0.02811
-6.39351,-4.69783,4.73016,-0.02358,0.00133,-0.02758
-6.40907,-4.711,4.72418,-0.02398,0.00147,-0.02758
-6.41147,-4.7134,4.69544,-0.02411,0.002,-0.02745
-6.41386,-4.70621,4.70861,-0.02372,0.0016,-0.02678
-6.41985,-4.70861,4.70262,-0.02345,0.00053,-0.02718
-6.40788,-4.71939,4.72418,-0.02358,0.00053,-0.02745
-6.41147,-4.69903,4.73735,-0.02345,0.0016,-0.02798
-6.38871,-4.70023,4.69903,-0.02332,0.0008,-0.02758
-6.41386,-4.68107,4.73256,-0.02398,0.00093,-0.02745
-6.40788,-4.69065,4.70981,-0.02372,0.00187,-0.02771
-6.40907,-4.68586,4.71939,-0.02358,0.00093,-0.02771
-6.39829,-4.68825,4.72657,-0.02345,0.0016,-0.02798
-6.39351,-4.69903,4.7122,-0.02398,0.0012,-0.02785
-6.41746,-4.70861,4.70262,-0.02411,0.0016,-0.02798
-6.39949,-4.72298,4.73376,-0.02385,0.00187,-0.02771
-6.40907,-4.69424,4.72657,-0.02451,0.00013,-0.02851
-6.39111,-4.70621,4.71699,-0.02372,0.00027,-0.02918
-6.39231,-4.70023,4.73376,-0.02318,0.00067,-0.02931
-6.39829,-4.69544,4.73376,-0.02438,0.00107,-0.02851
-6.41027,-4.72418,4.74334,-0.02398,0.0004,-0.02745
-6.41506,-4.7122,4.73495,-0.02358,0.00067,-0.02705
-6.40668,-4.71699,4.73376,-0.02345,0.00093,-0.02771
-6.40788,-4.69903,4.74573,-0.02398,0.00173,-0.02811
-6.40189,-4.70023,4.74094,-0.02411,0.00173,-0.02811
-6.40069,-4.70621,4.7146,-0.02372,0.00173,-0.02825
-6.41865,-4.7122,4.73855,-0.02345,0.002,-0.02838
-6.41266,-4.69903,4.73376,-0.02292,0.00107,-0.02864
-6.40189,-4.70502,4.73735,-0.02385,0.00053,-0.02864
-6.40308,-4.70502,4.73016,-0.02398,0.0004,-0.02811
-6.40788,-4.7122,4.73735,-0.02411,0.00107,-0.02851
-6.41027,-4.68825,4.71939,-0.02398,0.0016,-0.02811
-6.40668,-4.68346,4.71579,-0.02411,0.00107,-0.02771
-6.43183,-4.70502,4.69783,-0.02411,0.0016,-0.02811
-6.40189,-4.70142,4.70741,-0.02398,0.00107,-0.02811
-6.40907,-4.68107,4.73016,-0.02411,0.00133,-0.02811
-6.41506,-4.70023,4.73016,-0.02411,0.0008,-0.02785
-6.40548,-4.69663,4.74573,-0.02411,0.0008,-0.02851
-6.40428,-4.70142,4.76609,-0.02358,0.00027,-0.02838
-6.40428,-4.71579,4.77926,-0.02318,0.00107,-0.02838
-6.3959,-4.70023,4.74453,-0.02265,0.0008,-0.02798
-6.40189,-4.70621,4.71939,-0.02318,0.0016,-0.02785
-6.41147,-4.7134,4.72777,-0.02385,0.00173,-0.02825
-6.41266,-4.70861,4.70142,-0.02372,0.0016,-0.02825
-6.40788,-4.67867,4.70981,-0.02385,0.0024,-0.02904
-6.41147,-4.70023,4.73495,-0.02332,0.0016,-0.02838
-6.40548,-4.70621,4.72897,-0.02318,0.00173,-0.02878
-6.41266,-4.70023,4.73495,-0.02318,0.00187,-0.02798
-6.41865,-4.70023,4.74214,-0.02345,0.0016,-0.02771
-6.3947,-4.69903,4.76489,-0.02385,0.00107,-0.02771
-6.39351,-4.69065,4.74573,-0.02398,0.00133,-0.02745
-6.40668,-4.68586,4.72298,-0.02398,0.0012,-0.02718
-6.40428,-4.68226,4.7134,-0.02372,0.00187,-0.02785
-6.40308,-4.69424,4.72777,-0.02292,0.00253,-0.02811
-6.43422,-4.69304,4.75172,-0.02305,0.00147,-0.02745
-6.41506,-4.70502,4.7601,-0.02372,0.00107,-0.02864
-6.41027,-4.70142,4.74094,-0.02411,0.0016,-0.02798
-6.40788,-4.69663,4.74334,-0.02425,0.00107,-0.02771
-6.40069,-4.69544,4.72298,-0.02385,0.00147,-0.02798
-6.40668,-4.70741,4.7625,-0.02358,0.00147,-0.02838
-6.41027,-4.69544,4.72897,-0.02358,0.0008,-0.02825
-6.3959,-4.69783,4.73974,-0.02345,-0.0004,-0.02758
-6.41746,-4.69424,4.74094,-0.02398,0.0004,-0.02825
-6.41626,-4.69903,4.70981,-0.02398,0.00173,-0.02864
-6.42704,-4.70382,4.7146,-0.02345,0.0016,-0.02771
-6.41266,-4.68346,4.74573,-0.02332,0.0016,-0.02785
-6.3947,-4.68945,4.74693,-0.02372,0.00147,-0.02771
-6.37195,-4.69065,4.73974,-0.02411,0.00107,-0.02758
-6.40668,-4.69424,4.70981,-0.02411,0.00107,-0.02731
-6.41865,-4.66789,4.72897,-0.02425,0.00107,-0.02864
-6.40668,-4.70262,4.72178,-0.02385,0.00173,-0.02878
-6.40069,-4.70741,4.72418,-0.02385,0.0012,-0.02838
-6.38871,-4.69663,4.72178,-0.02398,0.00187,-0.02851
-6.41985,-4.70502,4.72178,-0.02358,0.0016,-0.02838
-6.42344,-4.71819,4.73376,-0.02358,0.0016,-0.02878
-6.41147,-4.70142,4.74453,-0.02332,0.00147,-0.02825
-6.40548,-4.70741,4.74813,-0.02398,0.00093,-0.02891
-6.41027,-4.711,4.71699,-0.02318,0.0008,-0.02904
-6.37794,-4.69065,4.73136,-0.02332,0.0012,-0.02838
-6.40308,-4.69424,4.73974,-0.02345,0.00147,-0.02718
-6.3971,-4.69304,4.71699,-0.02332,0.00107,-0.02758
-6.40548,-4.69065,4.70741,-0.02385,0.00187,-0.02798
-6.39949,-4.70023,4.68346,-0.02411,0.00093,-0.02838
-6.41147,-4.69424,4.69304,-0.02398,0.0012,-0.02864
-6.41266,-4.69304,4.74094,-0.02292,0.00213,-0.02851
-6.40069,-4.72418,4.74334,-0.02305,0.00173,-0.02851
-6.39829,-4.69903,4.73016,-0.02265,0.00187,-0.02864
-6.40308,-4.70981,4.76369,-0.02385,0.00187,-0.02931
-6.41746,-4.69424,4.75052,-0.02451,0.00107,-0.02958
-6.41147,-4.70861,4.7601,-0.02451,0.00107,-0.02864
-6.40069,-4.69783,4.73495,-0.02411,0.00067,-0.02811
-6.41506,-4.70861,4.73615,-0.02451,0.00187,-0.02811
-6.39949,-4.69065,4.73735,-0.02332,0.00226,-0.02798
-6.40907,-4.68586,4.7589,-0.02345,0.002,-0.02718
-6.40907,-4.70621,4.71939,-0.02358,0.00133,-0.02798
-6.40069,-4.69663,4.73136,-0.02332,0.00107,-0.02758
-6.40668,-4.70023,4.75411,-0.02292,0.00067,-0.02785
-6.40668,-4.69903,4.73974,-0.02358,0.00187,-0.02745
-6.41506,-4.69544,4.73735,-0.02451,0.00173,-0.02758
-6.3971,-4.69783,4.72058,-0.02451,0.00067,-0.02811
-6.42344,-4.70142,4.72058,-0.02398,0.00013,-0.02811
-6.40189,-4.68705,4.71939,-0.02398,0.00133,-0.02825
-6.36955,-4.69663,4.74334,-0.02372,0.00133,-0.02864
-6.38033,-4.70142,4.73376,-0.02372,0.00093,-0.02811
-6.38512,-4.70262,4.76369,-0.02372,0.00133,-0.02718
-6.40668,-4.69304,4.76609,-0.02358,0.0008,-0.02771
-6.42344,-4.69903,4.74214,-0.02345,0.00147,-0.02771
-6.41865,-4.70502,4.73495,-0.02345,0.0008,-0.02811
-6.40788,-4.70023,4.73136,-0.02385,0.0008,-0.02878
-6.41266,-4.68346,4.73974,-0.02411,0.00173,-0.02838
-6.40788,-4.69424,4.74334,-0.02398,0.0016,-0.02838
-6.38871,-4.70382,4.75052,-0.02372,0.00133,-0.02785
-6.38273,-4.70142,4.74813,-0.02358,0.0012,-0.02745
-6.39829,-4.69783,4.72178,-0.02358,0.00107,-0.02798
-6.40308,-4.68705,4.72897,-0.02345,0.00067,-0.02825
-6.40189,-4.68586,4.73376,-0.02385,0.00067,-0.02785
-6.39829,-4.68945,4.7146,-0.02385,0.00133,-0.02718
-6.40668,-4.68825,4.72897,-0.02345,0.0008,-0.02785
-6.40548,-4.69304,4.70861,-0.02411,0.0,-0.02811
-6.41147,-4.68346,4.70262,-0.02411,0.0008,-0.02811
-6.40907,-4.68346,4.69304,-0.02332,0.00147,-0.02731
-6.40189,-4.69065,4.7134,-0.02252,0.00147,-0.02678
-6.40907,-4.70142,4.72777,-0.02345,0.0004,-0.02731
-6.41027,-4.71579,4.69304,-0.02358,0.0016,-0.02758
-6.41027,-4.70142,4.72777,-0.02305,0.00187,-0.02771
-6.41865,-4.71579,4.75172,-0.02318,0.00107,-0.02851
-6.41386,-4.7134,4.70981,-0.02372,0.0012,-0.02785
-6.42943,-4.71579,4.75292,-0.02398,0.00107,-0.02825
-6.41626,-4.7134,4.75771,-0.02345,0.0012,-0.02851
-6.41626,-4.69903,4.77447,-0.02358,0.00067,-0.02864
-6.40788,-4.70621,4.76609,-0.02332,0.0,-0.02838
-6.40548,-4.69544,4.75292,-0.02358,-0.00027,-0.02798
-6.37794,-4.70142,4.73615,-0.02411,0.00067,-0.02785
-6.3947,-4.69544,4.74693,-0.02372,0.00147,-0.02811
-6.38991,-4.70502,4.7589,-0.02318,0.00107,-0.02878
-6.40668,-4.73016,4.7625,-0.02398,0.00093,-0.02838
-6.41027,-4.70981,4.69544,-0.02358,0.00107,-0.02798
-6.39949,-4.70262,4.73615,-0.02372,0.0008,-0.02825
-6.3971,-4.72058,4.72298,-0.02385,0.00173,-0.02851
-6.40069,-4.70502,4.73974,-0.02385,0.0016,-0.02864
-6.40428,-4.68466,4.7589,-0.02398,0.00133,-0.02771
-6.40548,-4.70861,4.73735,-0.02411,0.00067,-0.02771
-6.3947,-4.70023,4.70981,-0.02398,0.00067,-0.02731
-6.41626,-4.68586,4.70621,-0.02385,0.0008,-0.02785
-6.41147,-4.70621,4.71579,-0.02345,0.00107,-0.02785
-6.39949,-4.70502,4.73615,-0.02358,0.00053,-0.02811
-6.39829,-4.70741,4.72537,-0.02372,0.00133,-0.02878
-6.40907,-4.70023,4.69424,-0.02345,0.00226,-0.02851
-6.40189,-4.69424,4.70621,-0.02332,0.00187,-0.02825
-6.40548,-4.69663,4.73016,-0.02358,0.00213,-0.02771
-6.41147,-4.68586,4.74932,-0.02305,0.0012,-0.02758
-6.40668,-4.69304,4.70262,-0.02398,0.00093,-0.02811
-6.40907,-4.69544,4.69304,-0.02385,0.00053,-0.02785
-6.42584,-4.69304,4.72298,-0.02372,0.0016,-0.02771
-6.41865,-4.69663,4.72298,-0.02345,0.00187,-0.02811
-6.42344,-4.69184,4.74573,-0.02372,0.00173,-0.02785
-6.41626,-4.68825,4.72777,-0.02398,0.00133,-0.02771
-6.41027,-4.69783,4.73495,-0.02425,0.0012,-0.02771
-6.40907,-4.70142,4.71699,-0.02385,0.00067,-0.02771
-6.38273,-4.68466,4.73735,-0.02385,0.00093,-0.02785
-6.38871,-4.69065,4.73615,-0.02345,0.00027,-0.02864
-6.40308,-4.69304,4.73016,-0.02318,0.0004,-0.02758
-6.41626,-4.69424,4.71819,-0.02305,0.00053,-0.02825
-6.41386,-4.68226,4.73974,-0.02318,0.0012,-0.02798
-6.41266,-4.70262,4.7122,-0.02385,0.0012,-0.02785
-6.40907,-4.69783,4.71819,-0.02358,0.00107,-0.02825
-6.41985,-4.69903,4.70023,-0.02385,0.00067,-0.02851
-6.41386,-4.68825,4.70741,-0.02425,0.0008,-0.02864
-6.41506,-4.711,4.72298,-0.02385,0.0012,-0.02825
-6.3971,-4.70382,4.72657,-0.02372,0.0012,-0.02771
-6.40548,-4.69663,4.69184,-0.02411,0.00093,-0.02811
-6.40668,-4.67388,4.70382,-0.02398,0.00147,-0.02864
-6.40788,-4.68466,4.70981,-0.02398,0.00027,-0.02851
-6.41027,-4.69783,4.71579,-0.02372,0.00133,-0.02864
-6.40308,-4.70142,4.73256,-0.02332,0.00107,-0.02785
-6.40069,-4.70502,4.75052,-0.02385,0.00173,-0.02825
-6.41266,-4.69065,4.75411,-0.02398,0.00133,-0.02838
-6.41386,-4.69424,4.72657,-0.02372,0.00133,-0.02825
-6.42105,-4.70262,4.72657,-0.02385,0.0012,-0.02745
-6.3959,-4.70142,4.71699,-0.02345,0.00093,-0.02785
-6.39949,-4.68586,4.75651,-0.02345,0.00093,-0.02785
-6.41027,-4.70382,4.73615,-0.02358,0.0008,-0.02838
-6.41027,-4.7146,4.7146,-0.02358,0.00093,-0.02798
-6.41266,-4.68346,4.74573,-0.02318,0.0008,-0.02745
-6.42704,-4.7146,4.76369,-0.02358,0.00133,-0.02798
-6.41865,-4.69663,4.76369,-0.02358,0.0016,-0.02771
-6.41266,-4.68466,4.73855,-0.02398,0.0012,-0.02771
-6.40907,-4.68346,4.72657,-0.02411,0.0016,-0.02731
-6.39829,-4.69304,4.72777,-0.02358,0.0032,-0.02771
-6.40907,-4.70981,4.76609,-0.02318,0.0016,-0.02771
-6.40428,-4.69424,4.75771,-0.02265,0.0016,-0.02825
-6.39351,-4.70262,4.74094,-0.02278,0.00187,-0.02811
-6.39111,-4.70502,4.69304,-0.02345,0.0012,-0.02838
-6.41865,-4.71939,4.7146,-0.02411,0.00053,-0.02838
-6.41506,-4.7122,4.71819,-0.02398,0.0016,-0.02798
-6.42344,-4.69184,4.7122,-0.02385,0.00147,-0.02851
-6.39829,-4.68586,4.72777,-0.02372,0.00067,-0.02878
-6.40189,-4.69663,4.73016,-0.02398,0.00093,-0.02878
-6.3947,-4.68705,4.72657,-0.02398,0.0012,-0.02798
-6.39949,-4.69424,4.72657,-0.02372,0.00133,-0.02851
-6.40788,-4.69424,4.7146,-0.02318,0.00187,-0.02825
-6.41027,-4.69783,4.74334,-0.02332,0.00147,-0.02825
-6.40308,-4.68945,4.75771,-0.02398,0.00187,-0.02838
-6.39949,-4.70502,4.72777,-0.02372,0.002,-0.02798
-6.41027,-4.7134,4.75771,-0.02398,0.00147,-0.02785
-6.41027,-4.70981,4.74932,-0.02385,0.00173,-0.02785
-6.40548,-4.68107,4.75651,-0.02332,0.00213,-0.02825
-6.40069,-4.68705,4.73735,-0.02358,0.0024,-0.02798
-6.40548,-4.68825,4.74453,-0.02305,0.00187,-0.02798
-6.38871,-4.69544,4.70502,-0.02332,0.0016,-0.02771
-6.39829,-4.68226,4.73615,-0.02332,0.0012,-0.02798
-6.40907,-4.69065,4.74214,-0.02345,0.0012,-0.02878
-6.41985,-4.70262,4.74932,-0.02372,0.00133,-0.02838
-6.40668,-4.70262,4.74813,-0.02358,0.00107,-0.02825
-6.42464,-4.70861,4.72418,-0.02372,0.0016,-0.02771
-6.42105,-4.70861,4.7589,-0.02345,0.00093,-0.02731
-6.41746,-4.69783,4.73495,-0.02398,0.0008,-0.02825
-6.41626,-4.68466,4.72537,-0.02345,0.00133,-0.02851
-6.41147,-4.70981,4.72058,-0.02358,0.00107,-0.02864
-6.39111,-4.7122,4.72777,-0.02385,0.00067,-0.02838
-6.39829,-4.70981,4.73855,-0.02345,0.00093,-0.02811
-6.3959,-4.70023,4.73376,-0.02372,0.00107,-0.02785
-6.39111,-4.69184,4.75292,-0.02438,0.0016,-0.02798
-6.39949,-4.69065,4.73974,-0.02345,0.00107,-0.02785
